Restaurant Name,Address,Category,Rating,Number of Reviews,Price($),Price(1-5),Latitude,Longitude
Swatow Restaurant,309 Spadina Avenue,Chinese,4.0,445,$$,2,43.65386120961627,-79.3980811441803
Corks,15 York Street,Tapas/Small Plates,4.0,27,$,1,43.64234,-79.38083
Oniguy,755 Dundas St W,Japanese,4.5,3,,0,43.65204,-79.40649
Paddler,1710 Queen Street W,Thai,4.5,6,,0,43.63909,-79.44515
Little Sister,102 Portland Street,Bars,3.5,23,,0,43.6452852,-79.4006871
Public School,90 Bloor Street E,Cafes,4.0,3,,0,43.6708779,-79.3845954
Miss Fu In Chengdu,637 Yonge St,Chinese,4.0,4,,0,43.66748,-79.38535
Maha's,226 Greenwood Avenue,Egyptian,4.0,573,$$,2,43.67167,-79.32853
The Butcher Chef,8 Harbour St,Steakhouses,4.5,11,,0,43.6430184,-79.3757759
Pastor Taco,245 Gerrard Street E,Ice Cream & Frozen Yogurt,4.5,9,,0,43.66190882473235,-79.36905132149519
Good Fork,1550 Dundas Street W,Breakfast & Brunch,4.0,383,$$,2,43.6499162,-79.4335594
The Eagle Twins Restaurant,954 St Clair Avenue W,Breakfast & Brunch,4.0,14,$,1,43.67981,-79.43602
Tsuchi Cafe,688 College St,Desserts,4.5,23,,0,43.6554483,-79.4176171
Café Polonez,195 Roncesvalles Avenue,Polish,4.5,283,$$,2,43.64514,-79.44831
Nam Wan,713 Gerrard St E,Cafes,4.5,13,,0,43.66628,-79.34804
Sakawa Coffee & Japanese Restaurant,867 Danforth Ave,Japanese,4.0,115,$$,2,43.67971,-79.33964
Poong Moon,6070 Yonge Street,Asian Fusion,4.5,26,,0,43.79058,-79.41854
The House On Parliament,454 Parliament Street,British,4.0,316,$$,2,43.66359,-79.36794
CANO Restaurant,1108 St Clair Avenue W,Italian,4.5,64,$$,2,43.67871,-79.44058
Tres Compadres,212 King Street W,Mexican,4.0,8,,0,43.64757637241541,-79.38641251779109
Cluck Clucks,222 The Esplanade,Chicken Shop,4.5,285,$$,2,43.6497687124273,-79.3660896960711
La Banane,227 Ossington Avenue,French,4.5,151,$$$$,4,43.64904,-79.4203
Marron Bistro,948 Eglinton Avenue W,Steakhouses,4.5,14,$$$,3,43.7005399,-79.4286599
Heavenly Perogy,400 Bathurst Street,Ukrainian,5.0,8,,0,43.65382,-79.40703
Bar Raval,505 College Street,Spanish,4.0,317,$$$,3,43.6558432,-79.4099433
Madam Boeuf And Flea,252 Dupont Street,Bars,4.5,7,,0,43.67524,-79.40636
Pantry,1094 Yonge Street,Breakfast & Brunch,4.0,21,$$,2,43.6783169543193,-79.3901964494139
The Rebel House,1068 Yonge Street,Pubs,3.5,122,$$,2,43.67763,-79.39008
Islas Filipino BBQ and Bar,1690 Queen Street W,Filipino,4.5,81,,0,43.6393,-79.4446
Tabule Middle Eastern Cuisine,810 Queen Street  E,Middle Eastern,4.0,197,$$,2,43.659652,-79.346481
Baretto Caffe,1262 Don Mills Road,Cafes,5.0,349,$$,2,43.74471,-79.34643
Cluny Bistro & Boulangerie,35 Tank House Lane,French,3.5,639,$$$,3,43.6505879,-79.3578962
El Pocho Antojitos Bar,2 Follis Avenue,Bars,4.5,80,$$,2,43.66963,-79.41338
Byblos Uptown,2537 Yonge St,Mediterranean,3.5,64,,0,43.71302,-79.39929
Opus Restaurant,37 Prince Arthur Avenue,Wine Bars,4.0,73,$$$$,4,43.66921,-79.3972299
Los Vietnamita Taqueria Shop,,Mexican,4.5,17,,0,43.6531331163807,-79.3829282270142
Riddle Room,579 Yonge Street,Cafes,4.5,185,$,1,43.6657555,-79.3847049
Mary Be Kitchen,21B St. Clair Avenue W,Canadian (New),4.5,66,$$,2,43.68769,-79.3949
Amano Trattoria,9 Church Street,Italian,4.0,16,,0,43.64778,-79.37319
Schmaltz Appetizing,414 Dupont Street,Delis,4.0,65,$$,2,43.67387,-79.41171
Linh Anh Vietnamese Cuisine,3290 Midland Avenue,Vietnamese,4.0,82,$$,2,43.80661491302401,-79.28954526627042
Favorites,141 Ossington Avenue,Salad,4.0,35,,0,43.6473606954857,-79.4201145725201
Azhar,96 Ossington Ave,Middle Eastern,4.0,11,,0,43.646326335923725,-79.4197334036354
DAM Sandwiches,363 Oakwood Avenue,Sandwiches,5.0,3,,0,43.68736,-79.43848
Barque Smokehouse,299 Roncesvalles Avenue,Barbeque,4.0,519,$$,2,43.6480097,-79.4496592
Imanishi Japanese Kitchen,1330 Dundas Street W,Japanese,4.0,101,$$,2,43.64969,-79.42657
Stratus,79 Wellington Street W,Canadian (New),4.0,50,$$$,3,43.64663,-79.38114
Chen Chen’s Nashville Hot Chicken,1184 Queen Street W,Chicken Shop,4.5,61,,0,43.6429634,-79.4257733
The Parlour,642 King St W,Pizza,4.0,33,,0,43.6444882,-79.4015886
The Cottage Cheese,64 Oxford Street,Indian,4.5,2,,0,43.65624,-79.40284
PŌPA,2901 Bayview Avenue,Burmese,3.5,45,$$$,3,43.76865378450744,-79.38658942522137
Beach Hill Smokehouse,172 Main Street S,Barbeque,4.5,140,$$,2,43.68409,-79.3005
Old Town Bodega,402 King St E,Cafes,5.0,9,,0,43.6542,-79.36099
Quanto Basta,1112 Yonge Street,Italian,3.5,42,$$,2,43.67874,-79.39051
Kung Fu Beef Chinese BBQ 真牛中式烤肉,460 Dundas St W,Barbeque,4.5,10,,0,43.65356,-79.39659
Barnsteiner's,1 Balmoral Avenue,Modern European,3.5,71,$$$,3,43.68554,-79.3933799
Detroit Pizzeria,1093 Bathurst Street,Pizza,4.5,17,,0,43.6730227,-79.414092
King Rustic,905 King Street W,Comfort Food,4.0,63,$$,2,43.6418019534315,-79.4121160358191
The Good Son,1096 Queen Street W,Pizza,4.0,211,$$$,3,43.6436501,-79.4227676
SOCO Kitchen + Bar,75 Lower Simcoe Street,Bars,3.5,232,$$,2,43.6426531322953,-79.3838465349876
Shatter Abbas,218 Queens Quay W,Persian/Iranian,4.0,26,,0,43.64008002021216,-79.38245042588952
Torch Pressed Sushi,507 Church St,Japanese,4.5,71,$$,2,43.6659093206019,-79.3808230385184
Atomic 10,145 Lauder Ave,Mexican,4.5,23,,0,43.67849,-79.43952
Govinda's,243 Avenue Road,Vegetarian,4.0,42,$,1,43.67684518603757,-79.3972886196434
Hunters Landing,82 Fort York Blvd,Comfort Food,3.5,232,$$,2,43.64002,-79.39673
Fullaluv Bar & Grill,1709 Jane Street,Bars,4.0,11,,0,43.7038731177304,-79.5038190856576
Carisma,15 Toronto Street,Italian,4.0,194,$$$,3,43.65032,-79.37596
Sansotei Ramen,115 Fort York Boulevard,Ramen,4.0,93,$$,2,43.63905,-79.3982599
Pinata Tacos,1597 Dundas Street W,Mexican,5.0,2,,0,43.64968375339061,-79.43489454260916
O’SOMAE,357 Broadview Ave,Breakfast & Brunch,4.5,24,$$,2,43.6653004,-79.3522633
Lechon Republik,1 Romar Crescent,Filipino,5.0,3,,0,43.7061628186434,-79.4424132630229
Tocino Boys,214 Ossington Ave,Street Vendors,4.5,9,$,1,43.6492443729602,-79.4209552556276
Zezafoun Syrian Cuisine,4 Manor Road E,Syrian,4.5,112,$$,2,43.70267,-79.39712
Egg Club,88 Dundas Street E,Coffee & Tea,4.5,121,,0,43.65655,-79.37793
Sorrel,1158 Yonge Street,Mediterranean,3.5,32,$$$,3,43.6802406,-79.3911819
Barcelona Gourmet,777 Danforth Avenue,Tapas/Small Plates,4.5,6,,0,43.67934,-79.34202
Imm Thai Kitchen,651 College Street,Thai,4.5,145,$$,2,43.65484,-79.41598
Bar Fancy,1070 Queen Street W,Chicken Shop,4.0,133,$$,2,43.64382,-79.42143
Local 1794,1794 Danforth Avenue,Canadian (New),4.0,117,$$,2,43.68459,-79.31881
Como En Casa,565 Yonge Street,Mexican,4.0,241,$,1,43.6653391464388,-79.3844996650524
Stelvio,791 Dundas Street W,Italian,4.0,126,$$,2,43.65168,-79.40769
Sidebar,161 Danforth Avenue,Pizza,4.0,21,,0,43.67627,-79.35676
Marvelous by Fred,224 Queen Street W,Desserts,4.5,54,$,1,43.65038,-79.38995
Dalbam,640 Church Street,Korean,5.0,1,,0,43.669914,-79.383017
Hancook Cheese Dakgalbi,605 Bloor Street W,Korean,4.0,82,$$,2,43.66457,-79.41304
Otto's Berlin Döner,256 Augusta Avenue,German,4.0,272,$$,2,43.6563397,-79.4029066
ēst Restaurant,729 Queen Street E,Canadian (New),4.0,20,,0,43.6589329977133,-79.3490209814005
Bar Vendetta,928 Dundas Street W,Italian,4.5,27,,0,43.65098,-79.41324
George Restaurant,111 Queen Street E,Canadian (New),4.5,292,$$$$,4,43.65337263523713,-79.37432933100068
St. Matthew's BBQ Chicken,527 Rogers Rd,Portuguese,4.5,31,$$,2,43.68209,-79.46899
Brown Donkatsu,138 Dundas Street W,Korean,4.5,10,,0,43.655613163214525,-79.38487719999999
Simone's Caribbean Restaurant,596 Danforth Avenue,Caribbean,4.5,144,$$,2,43.67884,-79.34654
Bawara,1570 Bloor St W,Indian,4.5,9,,0,43.65632,-79.45387
Mom's Pan-Fried Buns,189 Dundas Street W,Chinese,4.5,10,,0,43.65532939295268,-79.3866192829175
Taverniti,591 College Street,Italian,4.0,159,$$,2,43.65511,-79.41348
Hokkaido Ramen Santouka,91 Dundas Street E,Ramen,4.0,885,$$,2,43.656321731393,-79.377499580039
Fusaro's,294 Richmond Street East,Italian,4.0,91,$$,2,43.65341,-79.36956
The Ace,231A Roncesvalles Avenue,Comfort Food,4.0,194,$$,2,43.646122,-79.448823
Isaan Der,2961 Dundas Street W,Thai,4.0,115,$$,2,43.6652858,-79.4679385
Her Chef,599 Bloor Street W,Asian Fusion,4.5,61,$$,2,43.66457,-79.41292
Tacos El Asador,689 Bloor Street W,Mexican,4.0,323,$,1,43.6636499,-79.41686
Itacate,998 St. Clair Avenue W,Mexican,4.5,56,$$,2,43.6793908547042,-79.4371611624956
Sushi Maido Japanese Restaurant,364 Bloor Street W,Japanese,4.0,76,$$,2,43.6664314,-79.405632
Hacienda las Américas,424 College Street,Mexican,4.0,69,$$,2,43.65688,-79.40703
Thairoomgrand,288 Eglinton Avenue W,Thai,4.5,21,$$,2,43.7049801,-79.4077478
Piano Piano,55 Colborne Street,Pizza,3.5,4,,0,43.64897516389887,-79.37469209999999
Lake Inez,1471 Gerrard Street E,Bars,4.5,92,$$$,3,43.67234,-79.32064
Canoe,66 Wellington Street  W,Canadian (New),4.0,736,$$$$,4,43.646954,-79.382159
Wings n Bites,208 Queens Quay W,Chicken Wings,5.0,1,,0,43.63997902017403,-79.38122301799643
Terroni,1095 Yonge Street,Italian,3.0,318,$$$,3,43.6800112830789,-79.3905191478574
The Daily Dumpling Wonton Co,792 College St,Dumplings,4.0,38,,0,43.654802780329,-79.4212308526039
Burger Drops,116 Atlantic Ave,Burgers,4.5,62,,0,43.6396428046657,-79.4212432595327
Chica's Nashville Hot Chicken,2853 Dundas Street W,Chicken Shop,4.5,122,$$,2,43.66518,-79.46423
Storm Crow Manor,580 Church Street,Bars,4.0,137,$$,2,43.6667489584503,-79.3816431239247
Jules Bistro,924 Queen Street West,French,4.0,75,$$$,3,43.64502,-79.41592
Khau Gully,1991 Yonge Street,Indian,4.0,96,$$,2,43.70055,-79.39673
Yummy Yummy Dumplings,79 Huron Street,Chinese,4.0,301,$$,2,43.6537999,-79.39598
Frankie's,892 Queen Street E,Italian,4.0,37,,0,43.66054,-79.343175
Naan & Kabob,691 Yonge Street,Afghan,4.0,140,$$,2,43.66905,-79.38606
Si Lom Thai Bistro,534 Church Street,Thai,4.0,193,$$,2,43.66503,-79.38082
Bar Mercurio,270 Bloor Street W,Italian,3.0,56,$$$,3,43.6674817706316,-79.4006463811387
Hotopia,45 Carlton Street,Chinese,3.5,26,,0,43.66138,-79.3804
Ko'ox Hana,214 Augusta Avenue,Mexican,5.0,11,$$,2,43.65473,-79.40231
The Best Kept Secret,6 Eugene Street,Italian,2.5,2,,0,43.7073078,-79.468292
Sansotei Ramen,179 Dundas Street W,Ramen,4.0,933,$$,2,43.655,-79.38643
Maxx's Kitchen,111 Princes' Boulevard,Canadian (New),3.5,9,,0,43.6338577,-79.4123139
Sea Witch Fish and Chips,636 Saint Clair Avenue W,Fish & Chips,4.0,136,$$,2,43.6822185,-79.4239619
Oyster Mine,2035 Yonge Street,Seafood,4.0,35,,0,43.701741,-79.3970147
Indian Roti House,256 Queens Quay W,Indian,4.0,223,$$,2,43.6394,-79.38546
Avant Gout Restaurant,1108 Yonge Street,French,4.0,21,,0,43.67864,-79.39045
Eat Yet,409 Spadina Avenue,Taiwanese,4.5,7,,0,43.6568590804503,-79.39932183325367
Birria Catrina,131 Roncesvalles Avenue,Mexican,4.5,3,,0,43.643151,-79.447597
Grey Gardens,199 Augusta Avenue,Wine Bars,4.5,124,$$$,3,43.6537999,-79.40143
Egg Bae,189 Augusta Avenue,Breakfast & Brunch,4.0,206,$,1,43.653418218123,-79.4014396490667
Reign Restaurant + Bar + Bakery,100 Front St W,Steakhouses,4.0,25,,0,43.64558198366306,-79.38185346634992
Amal,131 Bloor Street W,Lebanese,3.5,64,,0,43.6687639,-79.3923972
Yupdduk Bloor,612 Bloor Street W,Korean,4.0,26,,0,43.66473,-79.4138
Dice Fruit Bar & Cafe,162 Cumberland Street,Juice Bars & Smoothies,4.5,15,,0,43.6698573594879,-79.3932969868183
bb.q Chicken,43 Elm St,Chicken Shop,4.5,15,$$,2,43.65728792282371,-79.38379123806953
Scaddabush Italian Kitchen & Bar,200 Front Street West,Italian,3.5,268,$$,2,43.644834,-79.385439
Dave's Hot Chicken,2066 Yonge Street,Chicken Shop,4.0,22,,0,43.70189,-79.39763
Napoli Centrale,964 Bathurst Street,Italian,4.5,65,$$,2,43.6695182,-79.4129745
Town Crier Pub,115 John Street,Pubs,4.0,233,$$,2,43.648038,-79.39009253558704
Lambo's Deli & Grocery,176 Bellwoods Avenue,Delis,4.5,36,,0,43.65078,-79.41295
Eastside Social,1008 Queen Street E,Seafood,4.5,80,$$,2,43.661432,-79.339113
Saku Sushi,478 Queen Street W,Sushi Bars,4.0,526,$$,2,43.6482,-79.4003
Nodo - Junction,2885 Dundas Street West,Italian,4.0,204,$$,2,43.6653383989619,-79.4656616449356
Herby Restaurant,397 Danforth Ave,Persian/Iranian,4.5,35,,0,43.6774,-79.35147
TORA,612B-3401 Dufferin Street,Japanese,4.0,206,$$$,3,43.7244555742087,-79.45526187686
Oji Seichi,354 Broadview Avenue,Ramen,4.0,27,$$,2,43.66509,-79.35265
Mangia & Bevi,260 King Street E,Italian,4.0,234,$$,2,43.6522238965965,-79.366307258606
Nove Trattoria,1406 Yonge St,Italian,4.0,58,$$,2,43.68674,-79.3937399
Phat Kaphrao,3016B Bathurst Street,Thai,4.5,38,,0,43.7179405382064,-79.4297083094716
The Pie Commission,927 The Queensway,Fast Food,4.5,259,$,1,43.6240399,-79.5112045
King's Tacos,1190 St Clair Avenue W,Mexican,4.0,80,$$,2,43.67803,-79.4440599
Mr.Tonkatsu,520 Bloor Street W,Japanese,4.0,192,$$,2,43.66541,-79.41074
Season Six,188 Ossington Ave,Salad,5.0,8,,0,43.64852948725232,-79.42060237123773
Grazie Ristorante,2373 Yonge Street,Italian,4.0,476,$$,2,43.70934,-79.39852
Casamiento,787 Dupont Street,Salvadoran,5.0,25,,0,43.6705823,-79.4260687
The Pomegranate Restaurant,420 College Street,Middle Eastern,4.0,195,$$,2,43.6569,-79.40694
Bar Neon,1226 Bloor Street W,Bars,4.0,72,$$,2,43.6591711775313,-79.439263343811
Colombian Street Food by Cookie Martinez,1565 Dupont Street,Colombian,4.5,2,,0,43.66532722529222,-79.45313431842331
Mexico Lindo,1618 Bayview Ave,Mexican,4.0,70,$$,2,43.706473,-79.3756
Union,72A Ossington Avenue,French,4.0,238,$$$,3,43.64577,-79.41974
Founder,1282 Dundas St. W,Cocktail Bars,4.0,27,,0,43.6496799,-79.42543
Simit & Chai,787 King Street W,Coffee & Tea,4.0,123,$$,2,43.6429732,-79.4066583
Banh Mi Ba Le,538 Dundas Street West,Vietnamese,4.5,56,$,1,43.65289,-79.39915
Tabule Restaurant,2009 Yonge Street,Middle Eastern,4.0,282,$$,2,43.700983,-79.396863
Adobar,200 Dundas St E,Filipino,5.0,5,,0,43.65738,-79.37396
Le Sélect Bistro,432 Wellington Street W,French,4.0,454,$$$,3,43.643905577145816,-79.39685231028895
Sinaloa Factory,551 Danforth Avenue,Sushi Bars,4.0,14,,0,43.67824,-79.34748
Kiro Sushi,4 Collier Street,Japanese,4.0,78,$$,2,43.6722662302551,-79.3874411896101
Agora,921 Queen St W,Greek,4.5,9,,0,43.6452833329725,-79.4126565009356
Birria Catrina,214 Augusta Avenue,Mexican,4.0,30,,0,43.6547751,-79.4022239754631
Pho 90,90 Weston Road,Vietnamese,4.0,40,$$,2,43.674188484145354,-79.46971396637178
Playa Cabana Taqueria,21 St Clair Avenue E,Mexican,4.5,9,,0,43.68808,-79.39277
Aloette,171 E Liberty Street,Burgers,4.0,10,,0,43.63832,-79.41776
8Mile Detroit Style Pizza,9 Charles Street West,Pizza,4.5,55,,0,43.66848,-79.38678
Sophie's,1614 Bayview Avenue,Breakfast & Brunch,4.0,130,$$,2,43.70632,-79.37561
Sansotei Ramen,65 Front Street W,Ramen,4.5,13,,0,43.645322,-79.380408
Naan and Chai,712 Queen Street W,Pakistani,4.0,38,,0,43.646337,-79.4088734
Arabesque Middle Eastern Foods,1068 College Street,Middle Eastern,4.5,30,$,1,43.65307,-79.43096
Raps Authentic Jamaican,1541 Eglinton Avenue W,Caribbean,4.0,98,$$,2,43.69746,-79.441
Positano Restaurant,633 Mount Pleasant Road,Pizza,4.0,61,$$,2,43.70471,-79.3884
Nusa Dua Kitchen & Bar,56 Bathurst Street,Indonesian,3.5,26,,0,43.64221,-79.40224
D Azur,60 Yorkville Avenue,French,4.0,1,,0,43.67162,-79.38971
Mapo Pocha Soju Bar,680 Bloor Street W,Korean,5.0,3,,0,43.6640448,-79.41676136022515
DOVA,229 Carlton Street,Italian,4.0,20,,0,43.6639976576369,-79.3686444684863
Food 88,55 Sherbourne Street,Vietnamese,4.5,10,$,1,43.65168,-79.36812
Oakwood Hardware Food & Drink,337 Oakwood Avenue,Gastropubs,4.0,53,$$,2,43.6862185521566,-79.4381985948438
Buk Chang Dong Soon Tofu,691 Bloor Street W,Korean,4.0,478,$$,2,43.66363,-79.4169299
Pukka Pukka,2633 Yonge Street,Indian,5.0,11,,0,43.71536,-79.39986
SHINYI Handmade Dumplings,641 Yonge Street,Dumplings,4.0,12,,0,43.6678187,-79.385492
Sunrise House,661 Bloor Street W,Korean,4.0,216,$$,2,43.66401,-79.41561
Bonimi,3319 Bloor Street  W,Cafes,4.5,44,$$,2,43.64513,-79.52041
El Catrin Destileria,18 Tank House Lane,Mexican,3.5,1009,$$$,3,43.65052,-79.35883
Henrietta Lane,394 King Street E,Cafes,4.5,13,,0,43.654067,-79.361242
Now Acor,932 Dundas Street W,Restaurants,4.0,1,,0,43.65096,-79.41333
Superfresh,384 Bloor Street W,Asian Fusion,4.0,29,$$,2,43.66632,-79.40655
Pho Linh,1156 College Street W,Vietnamese,4.0,238,$,1,43.65241,-79.43411
Bobbie Sue's Mac & Cheese,162 Ossington Avenue,Comfort Food,4.0,146,$,1,43.6478899,-79.42041
Hodo Kwaja,656 Bloor Street W,Bakeries,4.5,240,$,1,43.66438,-79.41557
Tut's Egyptian Street Food,567 King Street West,Egyptian,4.0,78,,0,43.6444283,-79.399433
Sunnyside Pavilion Cafe,1755 Lake Shore Boulevard W,Diners,3.0,55,$$,2,43.6377,-79.45739
Homemade Ramen,263 Spadina Avenue,Chinese,4.0,270,$$,2,43.65241,-79.39739
Moretti Caffe,188 Cartwright Avenue,Italian,4.5,3,,0,43.72192,-79.47011
BOKU,530 Yonge St,Ramen,3.5,27,,0,43.6640394,-79.3844623
Thai Nyyom,1419 Bloor Street W,Thai,4.5,20,,0,43.6571,-79.4477
Yukashi Japanese Cuisine,643A Mount Pleasant Road,Japanese,4.5,41,$$$$,4,43.7049499,-79.3884999
Khmer Thai Restaurant,1018 St Clair Avenue W,Thai,4.0,138,$$,2,43.67937,-79.43781
Fudao noodle house,358 Spadina ave,Chinese,4.0,142,$$,2,43.65461,-79.39905
Qin's Garden,435 Spadina Avenue,Chinese,4.0,17,,0,43.65739,-79.39933
Sofia,99 Yorkville Ave,Italian,3.0,74,$$$$,4,43.670704433357436,-79.39183766134225
Salt and Tobacco,521 Parliament Street,Pizza,4.0,61,$$,2,43.66536,-79.3681299
Cafe Landwer - Yorkdale,3401 Dufferin Street,Cafes,4.5,18,,0,43.72446857911882,-79.4552650725474
The Bullger Burger&Steak,348 Queen Street E,Burgers,4.5,6,,0,43.65587,-79.36433
Takoyaki6ix,160 Baldwin Street,Asian Fusion,4.5,7,,0,43.6550705,-79.3999101
Viaggio,1727 Dundas St W,Italian,4.5,23,,0,43.6499275270851,-79.4390283152461
Indian Desire,469 Bloor Street W,Indian,4.5,15,,0,43.6659,-79.40672
Judaline,162 Danforth Avenue,Canadian (New),4.0,1,,0,43.67673584808673,-79.35742437257584
Flame Food+Design,2197 Bloor Street W,Canadian (New),4.5,33,,0,43.6511699407415,-79.4751231579362
Kiin,326 Adelaide Street W,Thai,4.0,205,$$$,3,43.647622,-79.3921
King Solomon and Queen of Sheba,360 Queen Street E,Ethiopian,4.0,23,$$,2,43.6558058248416,-79.3639365211129
Reverie at The Park,569 College Street,Cocktail Bars,4.5,34,$$$,3,43.655164300000045,-79.4127852411055
Oretta Midtown,2131 Yonge Street,Breakfast & Brunch,3.5,35,,0,43.70383,-79.39718
The Shore Club - Toronto,155 Wellington Street W,Seafood,4.0,197,$$$,3,43.6456057670746,-79.3865740299225
L’Avenue,583 Parliament Street,French,4.5,3,,0,43.667407545592894,-79.36909639999999
Writers Room Bar,4 Avenue Road,Bars,3.5,6,,0,43.6692689,-79.3950356
Rio 40 Restaurant,1256 Saint Clair Avenue West,Brazilian,4.0,63,$$,2,43.67747,-79.44643
Chiang Mai Thai Kitchen,353 Danforth Avenue,Thai,4.5,13,,0,43.67715517577863,-79.35294013470411
Joni Restaurant,4 Avenue Road,Bistros,4.0,13,,0,43.66919,-79.39471
The Commoner,2067 Dundas Street W,Gastropubs,4.0,59,,0,43.65191,-79.44797
Sunny’s Chinese,6-14 60 Kensington Avenue,Chinese,4.5,10,,0,43.65431825959942,-79.40086289999999
J's Steak Frites,1198 Queen Street W,Steakhouses,4.5,10,,0,43.64277418086487,-79.4265867
Scotty Bons Caribbean Grill,402 Bloor St W,Caribbean,4.0,17,,0,43.6660368,-79.4077334
Batifole Restaurant,744 Gerrard Street E,French,4.0,80,$$$,3,43.66678,-79.34733
Roti Cuisine of India,308 Dupont Street,Indian,4.5,118,$$,2,43.67479,-79.40836
Hot Pot Restaurant,1545 Eglinton Avenue  W,Caribbean,4.5,27,$$,2,43.6974669682301,-79.4413521140814
Teller's Bar and Lounge,One King West Hotel & Residence,International,4.5,5,$$,2,43.64882,-79.37805
Poke Guys,112 Elizabeth Street,Hawaiian,4.0,373,$$,2,43.65484,-79.38517
Papamio's,934 Manning Avenue,Cafes,5.0,11,,0,43.67196,-79.41928
RYUS Noodle Bar,786 Broadview Avenue,Ramen,4.0,386,$$,2,43.6771,-79.35905
Tea N Bannock,1294 Gerrard Street E,American (Traditional),4.5,44,$$,2,43.671182,-79.3273557
Dessert Lady Café,1 Sultan Street,Desserts,4.0,18,,0,43.6687719038749,-79.3902338231143
El Sazón Mexicano,1284 St Clair Avenue W,Mexican,4.5,9,,0,43.6770608350774,-79.4477873673694
Woods Restaurant & Bar,45 Colborne Street,Canadian (New),4.0,90,$$$,3,43.6489963,-79.3750324
Edomae Kiyomi,76 Gerrard Street E,Sushi Bars,4.0,25,$$$$,4,43.66012,-79.37813
Bacan,369 Roncesvalles Avenue,Argentine,3.5,19,,0,43.6501,-79.4502
La Carnita,106 John Street,Mexican,3.5,441,$$,2,43.6475853662168,-79.3903893378564
Avenue Open Kitchen,7 Camden Street,Diners,4.0,136,$,1,43.647147,-79.3962388
Little Sister,2031 Yonge Street,Indonesian,3.5,216,$$,2,43.7015676,-79.3970751
Rincón Paisa,1881 Eglinton Avenue W,Colombian,4.0,1,,0,43.69525596181634,-79.45163436233997
Mapo Korean BBQ,708 Bloor Street W,Barbeque,4.0,61,$$,2,43.6639096,-79.4177539
The Carbon Bar,99 Queen Street East,Barbeque,4.0,407,$$$,3,43.6531872633836,-79.3747868765724
Knuckle Sandwich,969 Coxwell Avenue,Poutineries,4.0,117,$$,2,43.69626,-79.3285
Tasty's Caribbean Restaurant,405 Spadina Avenue,Caribbean,4.0,91,$,1,43.6567777,-79.3992574
MARKED Restaurant,132 John Street,Cocktail Bars,4.0,56,$$$,3,43.6486087,-79.3908633
Pho Ha Noi,372 College Street,Vietnamese,3.5,3,,0,43.65720728121961,-79.40486250000001
Mamakas Taverna,80 Ossington Avenue,Greek,4.0,224,$$$,3,43.64596,-79.41986
Upper Deck Bar,Toronto Island Marina,Cocktail Bars,4.0,7,$$,2,43.6236766256497,-79.3813701906625
Bi Bim Bap,950 Eglinton Avenue W,Korean,4.0,79,$$,2,43.70055,-79.4287204
Amsterdam Barrel House,87 Laird Drive,Breweries,3.5,64,$$,2,43.70618,-79.36112
Rudy,69 Duncan Street,Burgers,4.0,87,$,1,43.64973,-79.38907
Chito's Pizza,1308 Bloor Street W,Pizza,4.0,61,$,1,43.6585899,-79.4425399
Kinoya Sushi Bar,293 King Street W,Sushi Bars,4.0,69,,0,43.64629,-79.38997
La Carnita,501 College Street,Mexican,3.5,540,$$,2,43.656012010874,-79.4096839427948
Mattachioni,1617 Dupont Street,Italian,4.0,45,$$,2,43.6648758891217,-79.4549725527003
MADO - Dufferin,3300 Dufferin Street,Desserts,3.5,23,$$,2,43.72143559265705,-79.4568587490738
Pompette,597 College Street,Cocktail Bars,4.5,10,,0,43.65503,-79.41394
Lady Marmalade,265 Broadview Avenue,Breakfast & Brunch,4.0,624,$$,2,43.66319,-79.35134
Pii Nong Thai,1677 Bayview Avenue,Thai,4.0,64,$$,2,43.707555,-79.3756631
The Captain's Boil,2655 Yonge St,Cajun/Creole,4.5,33,,0,43.71582,-79.39989
The Cherie  Bistro,538 Church Street,Italian,4.0,22,,0,43.66512696886883,-79.3808928
Chop Chop,771 Dundas Street W,Chinese,4.0,76,$,1,43.6519395,-79.40702
Comal Y Canela,1692B Jane Street,Mexican,4.5,103,$$,2,43.70326,-79.50419
Gyu-Kaku Japanese BBQ,81 Church Street,Japanese,4.0,202,$$$,3,43.6515,-79.37482
Masseria,577 King Street W,Pizza,4.0,69,$$,2,43.64431,-79.39959
Rudy,619 College Street,Burgers,4.0,177,$$,2,43.65489,-79.41474
La Chilaca Taqueria,214 Augusta Avenue,Mexican,4.5,62,$,1,43.654581,-79.4024681
Three Brothers Restaurant,657 The Queensway,Mediterranean,4.5,8,$$$$,4,43.6270902973831,-79.4986541569233
El Trompo Taco Bar,277 Augusta Ave,Mexican,4.0,352,$$,2,43.65591,-79.40227
Wow Sushi,11 Charles Street,Sushi Bars,4.0,424,$$,2,43.6685157490107,-79.3868207931519
Ueno,75 Sherbourne St,Sushi Bars,4.5,20,$$,2,43.65264,-79.36849
Bloom,596 Yonge street,Cafes,4.5,64,,0,43.66549,-79.38501
Merci Mon Ami,171 E Liberty St,Caterers,4.0,34,$$,2,43.63832,-79.41776
Lekker,237 Augusta Avenue,Waffles,4.5,102,$$,2,43.65469,-79.40175
Musoshin Ramen,9 Boustead Ave,Ramen,4.0,30,$$,2,43.6533636,-79.4521349
Keating Channel Pub & Grill,2 Villiers St,Pubs,4.0,44,$$,2,43.64763,-79.35337
